year,tmID,W_team_post,L_team_post,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won_team,lost_team,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,coachID,stint,won_coach,lost_coach,post_wins,post_losses,round,series,tmIDWinner,tmIDLoser,W_series,L_series,playerID,CBE_Sum,bioID,height,weight,birthDate,award_player,award_coach
10,ATL,,,ATL,EA,7.0,Y,N,N,N,Atlanta Dream,895.0,2258.0,542.0,725.0,202.0,598.0,340.0,737.0,1077.0,492.0,796.0,285.0,593.0,142.0,2534.0,1014.0,2254.0,679.0,918.0,172.0,502.0,401.0,864.0,1265.0,684.0,726.0,310.0,561.0,134.0,2879.0,4.0,30.0,34.0,1.0,16.0,3.0,14.0,2.0,18.0,6825.0,141379.0,Philips Arena,meadoma99w,0,4.0,30.0,0.0,0.0,,,,,,,milleco01w,0.3651088610172323,milleco01w,69.0,140,1978-09-06,,
11,ATL,0.0,2.0,ATL,EA,2.0,Y,L,N,N,Atlanta Dream,1089.0,2428.0,569.0,755.0,114.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,18.0,16.0,34.0,12.0,5.0,6.0,11.0,10.0,12.0,6950.0,120737.0,Philips Arena,meadoma99w,0,18.0,16.0,0.0,2.0,,,,,,,milleco01w,0.368221253473139,milleco01w,69.0,140,1978-09-06,,Coach of the Year
2,WAS,0.0,2.0,WAS,EA,4.0,N,L,N,N,Washington Mystics,832.0,1813.0,403.0,578.0,109.0,335.0,300.0,646.0,946.0,521.0,597.0,245.0,506.0,126.0,2176.0,845.0,1875.0,382.0,555.0,149.0,397.0,299.0,612.0,911.0,513.0,595.0,261.0,456.0,102.0,2221.0,14.0,18.0,32.0,7.0,9.0,7.0,9.0,13.0,8.0,6400.0,244134.0,Verizon Center,maherto99w,0,0.0,0.0,0.0,0.0,,,,,,,milleco01w,0.0,milleco01w,69.0,140,1978-09-06,,
3,WAS,,,WAS,EA,8.0,Y,N,N,N,Washington Mystics,739.0,1915.0,333.0,504.0,117.0,418.0,356.0,699.0,1055.0,424.0,537.0,257.0,495.0,127.0,1928.0,791.0,1945.0,347.0,467.0,146.0,408.0,331.0,737.0,1068.0,487.0,543.0,261.0,454.0,103.0,2075.0,10.0,22.0,32.0,8.0,8.0,2.0,14.0,4.0,17.0,6500.0,246667.0,Verizon Center,stanlma99w,0,0.0,0.0,0.0,0.0,,,,,,,milleco01w,0.2481751824817518,milleco01w,69.0,140,1978-09-06,,
4,WAS,3.0,2.0,WAS,EA,3.0,N,W,N,N,Washington Mystics,806.0,1910.0,359.0,478.0,164.0,443.0,330.0,708.0,1038.0,516.0,583.0,221.0,455.0,94.0,2135.0,786.0,1903.0,397.0,538.0,147.0,446.0,309.0,680.0,989.0,442.0,570.0,237.0,441.0,101.0,2116.0,17.0,15.0,32.0,9.0,7.0,8.0,8.0,12.0,9.0,6450.0,259237.0,Verizon Center,stanlma99w,0,17.0,15.0,3.0,2.0,FR,B,WAS,CHA,2.0,0.0,milleco01w,0.3386893611523803,milleco01w,69.0,140,1978-09-06,Most Improved Player,Coach of the Year
5,WAS,,,WAS,EA,7.0,Y,N,N,N,Washington Mystics,896.0,2191.0,381.0,507.0,157.0,505.0,382.0,703.0,1085.0,568.0,676.0,213.0,462.0,99.0,2330.0,909.0,2033.0,509.0,691.0,171.0,482.0,334.0,781.0,1115.0,591.0,565.0,251.0,468.0,119.0,2498.0,9.0,25.0,34.0,3.0,14.0,6.0,11.0,7.0,17.0,6875.0,238710.0,Verizon Center,adamsmi01w,0,0.0,0.0,0.0,0.0,,,,,,,milleco01w,0.3881225232961345,milleco01w,69.0,140,1978-09-06,,
6,WAS,1.0,2.0,WAS,EA,4.0,N,L,N,N,Washington Mystics,873.0,2088.0,474.0,661.0,105.0,283.0,337.0,726.0,1063.0,467.0,652.0,255.0,424.0,128.0,2325.0,864.0,2013.0,510.0,686.0,146.0,425.0,336.0,770.0,1106.0,534.0,627.0,237.0,492.0,111.0,2384.0,17.0,17.0,34.0,11.0,6.0,6.0,11.0,9.0,11.0,6850.0,214448.0,Verizon Center,adubari99w,0,7.0,9.0,0.0,0.0,,,,,,,milleco01w,0.3695848281078938,milleco01w,69.0,140,1978-09-06,,
7,WAS,,,WAS,EA,5.0,Y,N,N,N,Washington Mystics,847.0,1968.0,388.0,546.0,181.0,510.0,266.0,677.0,943.0,517.0,697.0,260.0,435.0,76.0,2263.0,833.0,1872.0,489.0,648.0,150.0,433.0,267.0,757.0,1024.0,545.0,638.0,205.0,504.0,108.0,2305.0,16.0,18.0,34.0,10.0,7.0,6.0,11.0,9.0,11.0,6900.0,171501.0,Verizon Center,adubari99w,0,16.0,18.0,0.0,0.0,,,,,,,milleco01w,0.377267862486315,milleco01w,69.0,140,1978-09-06,,
8,WAS,0.0,2.0,WAS,EA,4.0,N,L,N,N,Washington Mystics,1016.0,2199.0,528.0,715.0,187.0,522.0,330.0,770.0,1100.0,576.0,784.0,306.0,541.0,113.0,2747.0,909.0,2102.0,635.0,851.0,204.0,553.0,321.0,720.0,1041.0,583.0,687.0,252.0,573.0,89.0,2657.0,18.0,16.0,34.0,13.0,4.0,5.0,12.0,12.0,8.0,6850.0,133255.0,Verizon Center,adubari99w,1,18.0,16.0,0.0,2.0,,,,,,,milleco01w,0.3832855287689909,milleco01w,69.0,140,1978-09-06,,
8,WAS,0.0,2.0,WAS,EA,4.0,N,L,N,N,Washington Mystics,1016.0,2199.0,528.0,715.0,187.0,522.0,330.0,770.0,1100.0,576.0,784.0,306.0,541.0,113.0,2747.0,909.0,2102.0,635.0,851.0,204.0,553.0,321.0,720.0,1041.0,583.0,687.0,252.0,573.0,89.0,2657.0,18.0,16.0,34.0,13.0,4.0,5.0,12.0,12.0,8.0,6850.0,133255.0,Verizon Center,rollitr01w,2,0.0,0.0,0.0,0.0,,,,,,,milleco01w,0.3832855287689909,milleco01w,69.0,140,1978-09-06,,
9,WAS,,,WAS,EA,5.0,N,N,N,N,Washington Mystics,877.0,2170.0,668.0,839.0,163.0,528.0,335.0,783.0,1118.0,472.0,763.0,282.0,571.0,133.0,2585.0,924.0,2216.0,616.0,801.0,175.0,520.0,383.0,825.0,1208.0,549.0,762.0,256.0,579.0,103.0,2639.0,16.0,18.0,34.0,8.0,9.0,8.0,9.0,8.0,12.0,6900.0,133255.0,Verizon Center,kenlaje99w,2,0.0,0.0,0.0,0.0,,,,,,,milleco01w,0.3728004689291508,milleco01w,69.0,140,1978-09-06,,
9,WAS,,,WAS,EA,5.0,N,N,N,N,Washington Mystics,877.0,2170.0,668.0,839.0,163.0,528.0,335.0,783.0,1118.0,472.0,763.0,282.0,571.0,133.0,2585.0,924.0,2216.0,616.0,801.0,175.0,520.0,383.0,825.0,1208.0,549.0,762.0,256.0,579.0,103.0,2639.0,16.0,18.0,34.0,8.0,9.0,8.0,9.0,8.0,12.0,6900.0,133255.0,Verizon Center,rollitr01w,1,16.0,14.0,0.0,0.0,,,,,,,milleco01w,0.3728004689291508,milleco01w,69.0,140,1978-09-06,,
10,ATL,,,ATL,EA,7.0,Y,N,N,N,Atlanta Dream,895.0,2258.0,542.0,725.0,202.0,598.0,340.0,737.0,1077.0,492.0,796.0,285.0,593.0,142.0,2534.0,1014.0,2254.0,679.0,918.0,172.0,502.0,401.0,864.0,1265.0,684.0,726.0,310.0,561.0,134.0,2879.0,4.0,30.0,34.0,1.0,16.0,3.0,14.0,2.0,18.0,6825.0,141379.0,Philips Arena,meadoma99w,0,4.0,30.0,0.0,0.0,,,,,,,pricear01w,0.4975299364945645,pricear01w,69.0,133,1985-04-03,,
11,ATL,0.0,2.0,ATL,EA,2.0,Y,L,N,N,Atlanta Dream,1089.0,2428.0,569.0,755.0,114.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,18.0,16.0,34.0,12.0,5.0,6.0,11.0,10.0,12.0,6950.0,120737.0,Philips Arena,meadoma99w,0,18.0,16.0,0.0,2.0,,,,,,,pricear01w,0.3997138352140634,pricear01w,69.0,133,1985-04-03,,Coach of the Year
8,CHI,,,CHI,EA,7.0,N,N,N,N,Chicago Sky,858.0,2175.0,449.0,643.0,157.0,536.0,357.0,680.0,1037.0,509.0,674.0,277.0,527.0,125.0,2322.0,971.0,2147.0,545.0,736.0,200.0,536.0,379.0,860.0,1239.0,623.0,584.0,262.0,535.0,120.0,2687.0,5.0,29.0,34.0,3.0,14.0,2.0,15.0,4.0,16.0,6800.0,57635.0,UIC Pavilion,overtbo99w,0,0.0,0.0,0.0,0.0,,,,,,,pricear01w,0.0,pricear01w,69.0,133,1985-04-03,,
9,CHI,,,CHI,EA,6.0,N,N,N,N,Chicago Sky,925.0,2277.0,489.0,723.0,186.0,544.0,383.0,782.0,1165.0,597.0,634.0,262.0,510.0,112.0,2525.0,963.0,2243.0,501.0,642.0,184.0,481.0,379.0,846.0,1225.0,584.0,683.0,242.0,566.0,138.0,2611.0,14.0,20.0,34.0,6.0,11.0,8.0,9.0,6.0,14.0,6972.0,66557.0,UIC Pavilion,keyst99wc,0,0.0,0.0,0.0,0.0,,,,,,,pricear01w,0.5520716685330347,pricear01w,69.0,133,1985-04-03,Rookie of the Year,
10,CHI,,,CHI,EA,5.0,N,N,N,N,Chicago Sky,899.0,2100.0,564.0,812.0,110.0,341.0,357.0,770.0,1127.0,548.0,639.0,269.0,525.0,149.0,2472.0,917.0,2203.0,506.0,655.0,170.0,508.0,366.0,794.0,1160.0,531.0,681.0,255.0,522.0,124.0,2510.0,12.0,22.0,34.0,8.0,9.0,4.0,13.0,10.0,10.0,6875.0,62146.0,UIC Pavilion,keyst99wc,0,12.0,22.0,0.0,0.0,,,,,,,pricear01w,0.4975299364945645,pricear01w,69.0,133,1985-04-03,,
10,ATL,,,ATL,EA,7.0,Y,N,N,N,Atlanta Dream,895.0,2258.0,542.0,725.0,202.0,598.0,340.0,737.0,1077.0,492.0,796.0,285.0,593.0,142.0,2534.0,1014.0,2254.0,679.0,918.0,172.0,502.0,401.0,864.0,1265.0,684.0,726.0,310.0,561.0,134.0,2879.0,4.0,30.0,34.0,1.0,16.0,3.0,14.0,2.0,18.0,6825.0,141379.0,Philips Arena,meadoma99w,0,4.0,30.0,0.0,0.0,,,,,,,snowmi01w,0.5374591065920029,snowmi01w,77.0,158,1980-03-20,,
11,CHI,,,CHI,EA,5.0,N,N,N,N,Chicago Sky,930.0,2136.0,527.0,693.0,186.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,16.0,18.0,34.0,12.0,5.0,4.0,13.0,10.0,12.0,6825.0,66852.0,UIC Pavilion,chatmda99w,0,0.0,0.0,0.0,0.0,,,,,,,snowmi01w,0.5366286069359946,snowmi01w,77.0,158,1980-03-20,,
3,HOU,0.0,2.0,HOU,WE,4.0,Y,L,N,N,Houston Comets,747.0,1908.0,415.0,539.0,138.0,435.0,348.0,710.0,1058.0,426.0,509.0,251.0,436.0,95.0,2047.0,740.0,1883.0,362.0,504.0,152.0,456.0,297.0,685.0,982.0,452.0,561.0,248.0,433.0,120.0,1994.0,19.0,13.0,32.0,11.0,5.0,8.0,8.0,13.0,8.0,6450.0,181115.0,Compaq Center,chancva99w,0,19.0,13.0,0.0,2.0,,,,,,,snowmi01w,0.0,snowmi01w,77.0,158,1980-03-20,,
4,HOU,1.0,2.0,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,455.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,chancva99w,0,24.0,8.0,1.0,2.0,,,,,,,snowmi01w,0.4458333333333333,snowmi01w,77.0,158,1980-03-20,,
5,HOU,1.0,2.0,HOU,WE,2.0,N,L,N,N,Houston Comets,828.0,1916.0,473.0,600.0,115.0,344.0,266.0,764.0,1030.0,465.0,490.0,231.0,450.0,129.0,2244.0,824.0,2030.0,325.0,448.0,169.0,500.0,298.0,708.0,1006.0,516.0,634.0,227.0,430.0,122.0,2142.0,20.0,14.0,34.0,14.0,3.0,6.0,11.0,14.0,10.0,6825.0,150203.0,Compaq Center,chancva99w,0,20.0,14.0,1.0,2.0,,,,,,,snowmi01w,0.4804776422764227,snowmi01w,77.0,158,1980-03-20,Most Improved Player,
6,HOU,,,HOU,WE,6.0,Y,N,N,N,Houston Comets,798.0,1933.0,458.0,615.0,123.0,358.0,311.0,724.0,1035.0,451.0,555.0,242.0,484.0,107.0,2177.0,834.0,2008.0,391.0,531.0,152.0,434.0,335.0,720.0,1055.0,539.0,655.0,258.0,471.0,129.0,2211.0,13.0,21.0,34.0,9.0,8.0,4.0,13.0,7.0,15.0,6850.0,137455.0,Toyota Center,chancva99w,0,13.0,21.0,0.0,0.0,,,,,,,snowmi01w,0.4879182788748379,snowmi01w,77.0,158,1980-03-20,,
7,HOU,2.0,3.0,HOU,WE,3.0,Y,W,L,N,Houston Comets,860.0,1920.0,527.0,690.0,62.0,205.0,276.0,684.0,960.0,467.0,581.0,246.0,425.0,105.0,2309.0,848.0,1944.0,419.0,559.0,148.0,423.0,274.0,687.0,961.0,541.0,685.0,197.0,481.0,111.0,2263.0,19.0,15.0,34.0,11.0,6.0,8.0,9.0,11.0,11.0,6875.0,120676.0,Toyota Center,chancva99w,0,19.0,15.0,2.0,3.0,FR,C,HOU,SEA,2.0,1.0,snowmi01w,0.5041374669201036,snowmi01w,77.0,158,1980-03-20,,
8,HOU,0.0,2.0,HOU,WE,3.0,N,L,N,N,Houston Comets,928.0,2098.0,482.0,678.0,169.0,472.0,303.0,822.0,1125.0,532.0,617.0,252.0,566.0,84.0,2507.0,928.0,2232.0,445.0,615.0,148.0,496.0,337.0,787.0,1124.0,526.0,705.0,298.0,519.0,89.0,2449.0,18.0,16.0,34.0,12.0,5.0,6.0,11.0,11.0,9.0,6925.0,130586.0,Toyota Center,thompka99w,0,11.0,3.0,1.0,2.0,,,,,,,snowmi01w,0.5279330891139724,snowmi01w,77.0,158,1980-03-20,,
9,HOU,,,HOU,WE,5.0,N,N,N,N,Houston Comets,915.0,2149.0,554.0,721.0,126.0,365.0,374.0,770.0,1144.0,558.0,655.0,289.0,633.0,109.0,2510.0,924.0,2190.0,578.0,719.0,202.0,581.0,342.0,721.0,1063.0,588.0,677.0,310.0,568.0,160.0,2628.0,13.0,21.0,34.0,7.0,10.0,6.0,11.0,10.0,12.0,6800.0,138816.0,Toyota Center,thompka99w,0,13.0,21.0,0.0,0.0,,,,,,,snowmi01w,0.5329935682825704,snowmi01w,77.0,158,1980-03-20,,
10,ATL,,,ATL,EA,7.0,Y,N,N,N,Atlanta Dream,895.0,2258.0,542.0,725.0,202.0,598.0,340.0,737.0,1077.0,492.0,796.0,285.0,593.0,142.0,2534.0,1014.0,2254.0,679.0,918.0,172.0,502.0,401.0,864.0,1265.0,684.0,726.0,310.0,561.0,134.0,2879.0,4.0,30.0,34.0,1.0,16.0,3.0,14.0,2.0,18.0,6825.0,141379.0,Philips Arena,meadoma99w,0,4.0,30.0,0.0,0.0,,,,,,,teaslni01w,0.4401654470257303,teaslni01w,72.0,169,1979-03-22,,
10,DET,7.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,974.0,2295.0,556.0,744.0,168.0,476.0,405.0,843.0,1248.0,604.0,724.0,278.0,496.0,118.0,2672.0,872.0,2151.0,563.0,740.0,215.0,616.0,324.0,761.0,1085.0,520.0,762.0,229.0,572.0,119.0,2522.0,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,6875.0,162669.0,The Palace of Auburn Hills,laimbbi01w,1,22.0,12.0,7.0,2.0,FR,C,DET,IND,2.0,1.0,teaslni01w,0.4401654470257303,teaslni01w,72.0,169,1979-03-22,,
10,DET,7.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,974.0,2295.0,556.0,744.0,168.0,476.0,405.0,843.0,1248.0,604.0,724.0,278.0,496.0,118.0,2672.0,872.0,2151.0,563.0,740.0,215.0,616.0,324.0,761.0,1085.0,520.0,762.0,229.0,572.0,119.0,2522.0,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,6875.0,162669.0,The Palace of Auburn Hills,laimbbi01w,1,22.0,12.0,7.0,2.0,CF,F,DET,NYL,2.0,1.0,teaslni01w,0.4401654470257303,teaslni01w,72.0,169,1979-03-22,,
10,DET,7.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,974.0,2295.0,556.0,744.0,168.0,476.0,405.0,843.0,1248.0,604.0,724.0,278.0,496.0,118.0,2672.0,872.0,2151.0,563.0,740.0,215.0,616.0,324.0,761.0,1085.0,520.0,762.0,229.0,572.0,119.0,2522.0,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,6875.0,162669.0,The Palace of Auburn Hills,laimbbi01w,1,22.0,12.0,7.0,2.0,F,G,DET,SAS,3.0,0.0,teaslni01w,0.4401654470257303,teaslni01w,72.0,169,1979-03-22,,
10,DET,7.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,974.0,2295.0,556.0,744.0,168.0,476.0,405.0,843.0,1248.0,604.0,724.0,278.0,496.0,118.0,2672.0,872.0,2151.0,563.0,740.0,215.0,616.0,324.0,761.0,1085.0,520.0,762.0,229.0,572.0,119.0,2522.0,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,6875.0,162669.0,The Palace of Auburn Hills,mahorri01w,2,0.0,0.0,0.0,0.0,FR,C,DET,IND,2.0,1.0,teaslni01w,0.4401654470257303,teaslni01w,72.0,169,1979-03-22,,
10,DET,7.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,974.0,2295.0,556.0,744.0,168.0,476.0,405.0,843.0,1248.0,604.0,724.0,278.0,496.0,118.0,2672.0,872.0,2151.0,563.0,740.0,215.0,616.0,324.0,761.0,1085.0,520.0,762.0,229.0,572.0,119.0,2522.0,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,6875.0,162669.0,The Palace of Auburn Hills,mahorri01w,2,0.0,0.0,0.0,0.0,CF,F,DET,NYL,2.0,1.0,teaslni01w,0.4401654470257303,teaslni01w,72.0,169,1979-03-22,,
10,DET,7.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,974.0,2295.0,556.0,744.0,168.0,476.0,405.0,843.0,1248.0,604.0,724.0,278.0,496.0,118.0,2672.0,872.0,2151.0,563.0,740.0,215.0,616.0,324.0,761.0,1085.0,520.0,762.0,229.0,572.0,119.0,2522.0,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,6875.0,162669.0,The Palace of Auburn Hills,mahorri01w,2,0.0,0.0,0.0,0.0,F,G,DET,SAS,3.0,0.0,teaslni01w,0.4401654470257303,teaslni01w,72.0,169,1979-03-22,,
3,LAS,6.0,1.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,916.0,2031.0,449.0,594.0,160.0,436.0,350.0,755.0,1105.0,596.0,616.0,281.0,438.0,138.0,2441.0,779.0,1985.0,416.0,547.0,192.0,603.0,294.0,627.0,921.0,538.0,591.0,234.0,453.0,114.0,2166.0,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6475.0,148446.0,Staples Center,coopemi01w,0,28.0,4.0,6.0,1.0,FR,C,LAS,HOU,2.0,0.0,teaslni01w,0.0,teaslni01w,72.0,169,1979-03-22,,
3,LAS,6.0,1.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,916.0,2031.0,449.0,594.0,160.0,436.0,350.0,755.0,1105.0,596.0,616.0,281.0,438.0,138.0,2441.0,779.0,1985.0,416.0,547.0,192.0,603.0,294.0,627.0,921.0,538.0,591.0,234.0,453.0,114.0,2166.0,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6475.0,148446.0,Staples Center,coopemi01w,0,28.0,4.0,6.0,1.0,CF,F,LAS,SAC,2.0,1.0,teaslni01w,0.0,teaslni01w,72.0,169,1979-03-22,,
3,LAS,6.0,1.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,916.0,2031.0,449.0,594.0,160.0,436.0,350.0,755.0,1105.0,596.0,616.0,281.0,438.0,138.0,2441.0,779.0,1985.0,416.0,547.0,192.0,603.0,294.0,627.0,921.0,538.0,591.0,234.0,453.0,114.0,2166.0,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6475.0,148446.0,Staples Center,coopemi01w,0,28.0,4.0,6.0,1.0,F,G,LAS,CHA,2.0,0.0,teaslni01w,0.0,teaslni01w,72.0,169,1979-03-22,,
4,LAS,6.0,0.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,891.0,2002.0,476.0,645.0,194.0,515.0,329.0,814.0,1143.0,583.0,664.0,257.0,517.0,161.0,2452.0,796.0,2040.0,480.0,649.0,163.0,521.0,314.0,645.0,959.0,508.0,623.0,275.0,453.0,111.0,2235.0,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6475.0,186410.0,Staples Center,coopemi01w,0,25.0,7.0,6.0,0.0,FR,C,LAS,SEA,2.0,0.0,teaslni01w,0.3752834467120181,teaslni01w,72.0,169,1979-03-22,,
4,LAS,6.0,0.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,891.0,2002.0,476.0,645.0,194.0,515.0,329.0,814.0,1143.0,583.0,664.0,257.0,517.0,161.0,2452.0,796.0,2040.0,480.0,649.0,163.0,521.0,314.0,645.0,959.0,508.0,623.0,275.0,453.0,111.0,2235.0,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6475.0,186410.0,Staples Center,coopemi01w,0,25.0,7.0,6.0,0.0,CF,F,LAS,UTA,2.0,0.0,teaslni01w,0.3752834467120181,teaslni01w,72.0,169,1979-03-22,,
4,LAS,6.0,0.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,891.0,2002.0,476.0,645.0,194.0,515.0,329.0,814.0,1143.0,583.0,664.0,257.0,517.0,161.0,2452.0,796.0,2040.0,480.0,649.0,163.0,521.0,314.0,645.0,959.0,508.0,623.0,275.0,453.0,111.0,2235.0,25.0,7.0,32.0,12.0,4.0,13.0,3.0,17.0,4.0,6475.0,186410.0,Staples Center,coopemi01w,0,25.0,7.0,6.0,0.0,F,G,LAS,NYL,2.0,0.0,teaslni01w,0.3752834467120181,teaslni01w,72.0,169,1979-03-22,,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,coopemi01w,1,24.0,10.0,5.0,4.0,FR,C,LAS,MIN,2.0,1.0,teaslni01w,0.4647653566613076,teaslni01w,72.0,169,1979-03-22,All-Star Game Most Valuable Player,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,coopemi01w,1,24.0,10.0,5.0,4.0,CF,F,LAS,SAC,2.0,1.0,teaslni01w,0.4647653566613076,teaslni01w,72.0,169,1979-03-22,All-Star Game Most Valuable Player,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,thompka99w,2,0.0,0.0,0.0,0.0,FR,C,LAS,MIN,2.0,1.0,teaslni01w,0.4647653566613076,teaslni01w,72.0,169,1979-03-22,All-Star Game Most Valuable Player,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,thompka99w,2,0.0,0.0,0.0,0.0,CF,F,LAS,SAC,2.0,1.0,teaslni01w,0.4647653566613076,teaslni01w,72.0,169,1979-03-22,All-Star Game Most Valuable Player,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,weisery99w,2,0.0,0.0,0.0,0.0,FR,C,LAS,MIN,2.0,1.0,teaslni01w,0.4647653566613076,teaslni01w,72.0,169,1979-03-22,All-Star Game Most Valuable Player,
5,LAS,5.0,4.0,LAS,WE,1.0,Y,W,W,L,Los Angeles Sparks,894.0,2140.0,537.0,678.0,174.0,528.0,336.0,813.0,1149.0,587.0,682.0,242.0,470.0,161.0,2499.0,866.0,2147.0,504.0,702.0,196.0,540.0,316.0,789.0,1105.0,572.0,654.0,241.0,468.0,127.0,2432.0,24.0,10.0,34.0,11.0,6.0,13.0,4.0,17.0,7.0,6900.0,157934.0,Staples Center,weisery99w,2,0.0,0.0,0.0,0.0,CF,F,LAS,SAC,2.0,1.0,teaslni01w,0.4647653566613076,teaslni01w,72.0,169,1979-03-22,All-Star Game Most Valuable Player,
6,LAS,1.0,2.0,LAS,WE,1.0,Y,L,N,N,Los Angeles Sparks,904.0,2069.0,530.0,722.0,157.0,414.0,312.0,809.0,1121.0,626.0,731.0,262.0,529.0,148.0,2495.0,815.0,2095.0,557.0,761.0,174.0,511.0,339.0,727.0,1066.0,532.0,704.0,288.0,523.0,114.0,2361.0,25.0,9.0,34.0,15.0,2.0,10.0,7.0,16.0,6.0,6975.0,177269.0,Staples Center,bibbyhe01w,1,0.0,0.0,0.0,0.0,,,,,,,teaslni01w,0.465801338830012,teaslni01w,72.0,169,1979-03-22,,
